latitude,longitude,temperature,nvdi,elevation,land_cover,pm2.5,rainfall
39.874540118847364,113.68513292883861,3.085284186795299,0.672702994208898,1715.9876348507782,forest,77.81217706720642,40.235046457775894
40.450714306409914,114.04190094737835,2.3489399535999915,0.7966813971913723,2416.296987899959,forest,7.674825966821386,16.01268050579312
40.2319939418114,114.37294583587641,35.312729026051834,0.250467898792499,2280.482789370477,urban,34.92878353141414,94.89063596890466
40.09865848419704,114.23222488640955,2.4773099924753055,0.6248740996069989,461.699714081321,forest,73.80025941481242,1.993846946903699
39.65601864044244,114.30656114786144,3.5974863064315503,0.5717459831437487,447.7484092244217,urban,46.53529256170572,16.953230885266635
39.6559945203362,114.15878336671072,27.969913120898184,0.8328303767882711,804.52310323474,forest,27.264539664179132,161.52517391259502
39.5580836121682,114.19227656451785,12.486992122526999,0.9060870604812605,1083.2241790231117,forest,75.61992628776575,154.29466897192128
40.366176145774936,114.34919565156532,28.83552784775906,0.012156771477386807,1225.3667442254477,urban,48.42146901717755,183.0277640809792
40.10111501174321,113.74966800885919,-6.731692121780738,0.6740199190587927,2039.0916505000357,forest,38.716146476012206,170.9030871821499
40.208072577796045,113.98942496364315,14.378559683669216,0.05183579911972902,170.0412964975062,urban,69.59781261605713,136.6351126479636
39.520584494295804,113.7212094418196,-8.319319990835869,0.5488586650773559,104.01811267819916,urban,19.99263871232597,10.466571460132567
40.469909852162,114.48766800799665,-6.867339827232274,0.2876327290436782,1175.731688831727,urban,139.1618599613111,156.5697235973315
40.33244264080042,114.44405933968662,35.321872667220546,0.3067765995221412,2091.4910764139413,urban,130.15531468788586,169.1021621681121
39.71233911067828,113.5394268113685,-3.037731444120242,0.3529585034523566,580.3060288694477,urban,106.1430878610803,159.8164291543909
39.6818249672071,114.2055751725157,16.621034113760857,0.6212924490496101,1924.513443768755,forest,15.932074138268431,101.69580706160521
39.68340450985343,114.42524831741567,10.554780130035326,0.3340499656687692,779.4844138208983,urban,116.38158817045395,46.58036772989633
39.80424224295954,113.68057534512734,7.367166312942135,0.7326990505902804,2658.258326440549,forest,121.19359921635285,169.06599513774535
